,Unnamed: 0,Name,Price,img_url,prod_url,Star,Rating,Amoled,Display Resolution,Water Resistance,Battery Life,Charge Time,Alarm Clock,Calendar,Step Count,Calorie Count,Heart Rate Monitor,Voice Control,Call Features,Operating Range,Gesture Control,5☆_Rating,4☆_Rating,3☆_Rating,2☆_Rating,1☆_Rating,Battery & Charger,Display,Design,Activity Tracking,Dial Color,Dial Shape,Strap Color,Strap Material,Dial Color,Dial Shape,Strap Color,Strap Material,Water Resistant,Display_Size,Manufacturer,manf_url
20,20,"Noise Crew 1.38"" Round Display with Bluetooth Calling, Metallic finish, IP68 Rating Smartwatch","₹1,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/f/1/-original-imagnfytyrmncggr.jpeg?q=70,/noise-crew-1-38-round-display-bluetooth-calling-metallic-finish-ip68-rating-smartwatch/p/itm49f2951ca41b2?pid=SMWGKXECTHSJXNUP&lid=LSTSMWGKXECTHSJXNUPQFCT4X&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_21&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=en_ZBsi2VlhnP7ohPMRhEwiv5Bhf2MgKuQM6Q4BsCyklhsg73zv6lmbv25zo3mfQdHpxUlU1KCU8b9C2J1VTv4VoQ%3D%3D&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.2,25033,No,240 x 240 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"14,920","5,755","1,754",709,"1,895",4,4.1,4.3,3.9,None,None,None,None,None,None,None,None,Yes,35.052,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
21,21,"Noise Force Plus 1.46'' AMOLED Always-On Display with Bluetooth Calling, Rugged Build Smartwatch","₹3,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/d/y/-original-imagp5pyxbgauqs8.jpeg?q=70,/noise-force-plus-1-46-amoled-always-on-display-bluetooth-calling-rugged-build-smartwatch/p/itm84a269017afde?pid=SMWGNHJ9WXG7GQYT&lid=LSTSMWGNHJ9WXG7GQYTGBCSGV&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_22&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=en_ZBsi2VlhnP7ohPMRhEwiv5Bhf2MgKuQM6Q4BsCyklhujJOkQFlsCx2b3Cgz4TVMRBcX3JGeglvD5NSCI3R8O5w%3D%3D&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.2,3585,Yes,466 x 466 pixel,None,7,None,Yes,None,Yes,Yes,Yes,None,None,10 m,None,"2,119",788,224,106,348,4.1,4.4,4.3,4,Silver,Circle,Grey,Silicone,Silver,Circle,Grey,Silicone,Yes,37.084,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
22,22,"boAt Wave Beat with 600+ Watch Faces, 1.69"" HD Display and Crest Health Ecosystem Smartwatch","₹1,299",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/d/p/-original-imagzcvgcqmdwfha.jpeg?q=70,/boat-wave-beat-600-watch-faces-1-69-hd-display-crest-health-ecosystem-smartwatch/p/itm8ae87069880cd?pid=SMWGHYF5YFFGHTG3&lid=LSTSMWGHYF5YFFGHTG3I0EV2K&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_23&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=2a0e3691-b55c-4c0a-a4b8-f3c33fd94798.SMWGHYF5YFFGHTG3.SEARCH&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.1,71142,No,240 x 280 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"39,245","14,960","6,546","2,964","7,427",3.7,3.9,3.9,3.7,None,Rectangle,Pink,Silicone,None,Rectangle,Pink,Silicone,Yes,41.91,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
23,23,"Noise Loop 1.85'' Display with Advanced Bluetooth Calling, 550 Nits Brightness Smartwatch","₹1,399",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/o/f/-original-imagkjtjchgcx9sf.jpeg?q=70,/noise-loop-1-85-display-advanced-bluetooth-calling-550-nits-brightness-smartwatch/p/itmfe1f851bb6a19?pid=SMWGG6GFSWZDVG57&lid=LSTSMWGG6GFSWZDVG57ZFZIUI&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_24&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=2a0e3691-b55c-4c0a-a4b8-f3c33fd94798.SMWGG6GFSWZDVG57.SEARCH&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.2,11659,No,240 x 284 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,"Mute Calls, Reject Calls, Take Calls, Speed Dial",10 m,None,"6,969","2,409",856,361,"1,064",4,4.1,4.2,4,Black,Square,Black,Silicone,Black,Square,Black,Silicone,Yes,46.99,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
24,24,boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,"₹1,599",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/u/i/-original-imagkvye8msyjzta.jpeg?q=70,/boat-wave-arcade-1-81-inch-hd-display-bluetooth-calling-smartwatch/p/itm3c1756e9940b6?pid=SMWGKN7T4DSFZDKT&lid=LSTSMWGKN7T4DSFZDKTVPKCHH&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_25&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=2a0e3691-b55c-4c0a-a4b8-f3c33fd94798.SMWGKN7T4DSFZDKT.SEARCH&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.1,24924,No,240 x 284 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,"14,002","5,074","1,974",973,"2,901",3.9,4,4,3.7,None,Rectangle,Green,Silicone,None,Rectangle,Green,Silicone,Yes,45.974,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
25,25,boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,"₹1,599",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/8/l/-original-imagkvye5yyygk9z.jpeg?q=70,/boat-wave-arcade-1-81-inch-hd-display-bluetooth-calling-smartwatch/p/itm3c1756e9940b6?pid=SMWGKN7TJVGHK2WZ&lid=LSTSMWGKN7TJVGHK2WZ7HSDIO&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_26&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=2a0e3691-b55c-4c0a-a4b8-f3c33fd94798.SMWGKN7TJVGHK2WZ.SEARCH&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.1,24924,No,240 x 284 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,"14,002","5,074","1,974",973,"2,901",3.9,4,4,3.7,None,Rectangle,Black,Silicone,None,Rectangle,Black,Silicone,Yes,45.974,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
26,26,"Noise Crew 1.38"" Round Display with Bluetooth Calling, Metallic finish, IP68 Rating Smartwatch","₹1,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/i/f/-original-imagnfyn93bhyzzg.jpeg?q=70,/noise-crew-1-38-round-display-bluetooth-calling-metallic-finish-ip68-rating-smartwatch/p/itm9b9a411d35470?pid=SMWGKXECDMVXFPGN&lid=LSTSMWGKXECDMVXFPGNJXOKI0&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_27&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=en_ZBsi2VlhnP7ohPMRhEwiv5Bhf2MgKuQM6Q4BsCyklhtP8Yo5mJAiuse5NmfjP_TIALWrJAvrytMCIVqG308PKQ%3D%3D&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.2,25033,No,240 x 240 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"14,920","5,755","1,754",709,"1,895",4,4.1,4.3,3.9,Black,Circle,Black,Silicone,Black,Circle,Black,Silicone,Yes,35.052,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
27,27,"Noise Icon 3 1.91"" Display with Bluetooth Calling, Metallic finish & Voice Assistant Smartwatch","₹2,199",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/j/z/-original-imagz67wmrxgrxku.jpeg?q=70,/noise-icon-3-1-91-display-bluetooth-calling-metallic-finish-voice-assistant-smartwatch/p/itmb23c0138cd32f?pid=SMWGKGRSCEEZHESH&lid=LSTSMWGKGRSCEEZHESHSUQ8RN&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_28&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=en_ZBsi2VlhnP7ohPMRhEwiv5Bhf2MgKuQM6Q4BsCyklhtdUPUMiLDYgLdu6y8p-JZnYkzaiz8rA2P9aq7Yhlwuww%3D%3D&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4,8161,No,240 x 296 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,Yes,"4,526","1,543",583,327,"1,182",3.7,3.9,4,3.6,Light Grey,Square,Navy Blue,Silicone,Light Grey,Square,Navy Blue,Silicone,Yes,48.514,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
28,28,boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,"₹1,599",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/v/e/-original-imagkvyessegcmp5.jpeg?q=70,/boat-wave-arcade-1-81-inch-hd-display-bluetooth-calling-smartwatch/p/itm3c1756e9940b6?pid=SMWGKN7TPKDAFH8T&lid=LSTSMWGKN7TPKDAFH8TTESKZY&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_29&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=2a0e3691-b55c-4c0a-a4b8-f3c33fd94798.SMWGKN7TPKDAFH8T.SEARCH&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.1,24924,No,240 x 284 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,"14,002","5,074","1,974",973,"2,901",3.9,4,4,3.7,None,Rectangle,Grey,Silicone,None,Rectangle,Grey,Silicone,Yes,45.974,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
29,29,boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,"₹1,599",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/y/3/-original-imagkvyefryyvpmz.jpeg?q=70,/boat-wave-arcade-1-81-inch-hd-display-bluetooth-calling-smartwatch/p/itm3c1756e9940b6?pid=SMWGKN7TJGEUNMZR&lid=LSTSMWGKN7TJGEUNMZRNGPGHO&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_30&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=2a0e3691-b55c-4c0a-a4b8-f3c33fd94798.SMWGKN7TJGEUNMZR.SEARCH&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.1,24924,No,240 x 284 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,"14,002","5,074","1,974",973,"2,901",3.9,4,4,3.7,None,Rectangle,Blue,Silicone,None,Rectangle,Blue,Silicone,Yes,45.974,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
30,30,"Noise Evolve 3 1.43"" AMOLED Always-On Display with Bluetooth Calling, Metallic Design Smartwatch","₹2,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/x/g/-original-imaggstrzvzxxujq.jpeg?q=70,/noise-evolve-3-1-43-amoled-always-on-display-bluetooth-calling-metallic-design-smartwatch/p/itmad0cb042c031b?pid=SMWGGP3UY3AJE5ZZ&lid=LSTSMWGGP3UY3AJE5ZZEY55EZ&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_31&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=en_ZBsi2VlhnP7ohPMRhEwiv5Bhf2MgKuQM6Q4BsCyklhufSwIelAqYAYlHLeHihrvZOHtlkDT86w45Axx3ibzT_A%3D%3D&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.3,32975,Yes,466 x 466 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,"Raise wrist : light up screen, Pull down : light down screen","20,829","7,180","1,841",756,"2,369",4.2,4.5,4.4,4,Copper Gold,Circle,Brown,Silicone,Copper Gold,Circle,Brown,Silicone,Yes,36.32,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
31,31,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, AI Voice Assistant Smartwatch","₹1,799",https://rukminim2.flixcart.com/image/612/612/l5ld8y80/smartwatch/w/r/k/-original-imagg8dhqrgahms4.jpeg?q=70,/noise-colorfit-icon-2-1-8-display-bluetooth-calling-ai-voice-assistant-smartwatch/p/itm3ba8e4a67d813?pid=SMWGEH7WGUSZCT4W&lid=LSTSMWGEH7WGUSZCT4WUW8BMK&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_32&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=en_ZBsi2VlhnP7ohPMRhEwiv5Bhf2MgKuQM6Q4BsCyklhs9vJozhULv0ZV72UjRgZeJpGIjQNSaX_UvGI4H1yneBg%3D%3D&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.2,179137,No,240 x 286 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,"Reject Calls, Take Calls, Speed Dial",10 m,"Change Music, Answer Calls","1,07,318","36,443","13,008","6,342","16,026",3.8,4.1,4.1,3.9,Silver,Rectangle,Grey,Silicone,Silver,Rectangle,Grey,Silicone,Yes,45.72,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
32,32,"boAt Wave Infinity with 1.85"" HD Screen, Functional Crown and Bluetooth Calling Smartwatch","₹1,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/5/8/-original-imaghkpsmm4jnsv2.jpeg?q=70,/boat-wave-infinity-1-85-hd-screen-functional-crown-bluetooth-calling-smartwatch/p/itm7e887223d741b?pid=SMWGHJRYU8B6Y4RS&lid=LSTSMWGHJRYU8B6Y4RSNQU6C2&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_33&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=2a0e3691-b55c-4c0a-a4b8-f3c33fd94798.SMWGHJRYU8B6Y4RS.SEARCH&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.2,8338,No,240 x 280 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,"4,897","1,685",667,300,789,3.8,4.1,4.1,3.8,None,Rectangle,Green,Silicone,None,Rectangle,Green,Silicone,Yes,46.99,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
33,33,"boAt Wave Infinity with 1.85"" HD Screen, Functional Crown and Bluetooth Calling Smartwatch","₹1,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/w/d/-original-imaghkppxxzfua2r.jpeg?q=70,/boat-wave-infinity-1-85-hd-screen-functional-crown-bluetooth-calling-smartwatch/p/itm7e887223d741b?pid=SMWGHGKHRWTZ8UBT&lid=LSTSMWGHGKHRWTZ8UBTMBB4FT&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_34&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=2a0e3691-b55c-4c0a-a4b8-f3c33fd94798.SMWGHGKHRWTZ8UBT.SEARCH&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.2,8338,No,240 x 280 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,"4,897","1,685",667,300,789,3.8,4.1,4.1,3.8,None,Rectangle,Blue,Silicone,None,Rectangle,Blue,Silicone,Yes,46.99,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
34,34,"boAt Wave Infinity with 1.85"" HD Screen, Functional Crown and Bluetooth Calling Smartwatch","₹1,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/h/v/-original-imaghkpkaxmzpgxc.jpeg?q=70,/boat-wave-infinity-1-85-hd-screen-functional-crown-bluetooth-calling-smartwatch/p/itm7e887223d741b?pid=SMWGHGKKSK7CRH5F&lid=LSTSMWGHGKKSK7CRH5FAHEKV3&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_35&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=2a0e3691-b55c-4c0a-a4b8-f3c33fd94798.SMWGHGKKSK7CRH5F.SEARCH&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.2,8338,No,240 x 280 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,"4,897","1,685",667,300,789,3.8,4.1,4.1,3.8,None,Rectangle,Cool Grey,Silicone,None,Rectangle,Cool Grey,Silicone,Yes,46.99,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
35,35,"boAt Wave Infinity with 1.85"" HD Screen, Functional Crown and Bluetooth Calling Smartwatch","₹1,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/u/s/g/-original-imaghkptrewwhzy4.jpeg?q=70,/boat-wave-infinity-1-85-hd-screen-functional-crown-bluetooth-calling-smartwatch/p/itm7e887223d741b?pid=SMWGHGKKWNHDXGY5&lid=LSTSMWGHGKKWNHDXGY5WZHLR8&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_36&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=2a0e3691-b55c-4c0a-a4b8-f3c33fd94798.SMWGHGKKWNHDXGY5.SEARCH&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.2,8338,No,240 x 280 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,"4,897","1,685",667,300,789,3.8,4.1,4.1,3.8,None,Rectangle,Black,Silicone,None,Rectangle,Black,Silicone,Yes,46.99,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
36,36,"Noise Force Plus 1.46'' AMOLED Always-On Display with Bluetooth Calling, Rugged Build Smartwatch","₹3,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/q/x/-original-imagp5pyzckh22yy.jpeg?q=70,/noise-force-plus-1-46-amoled-always-on-display-bluetooth-calling-rugged-build-smartwatch/p/itm78c4564f6cf22?pid=SMWGNHJ8QJN9N9GZ&lid=LSTSMWGNHJ8QJN9N9GZDAPIUO&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_37&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=en_ZBsi2VlhnP7ohPMRhEwiv5Bhf2MgKuQM6Q4BsCyklhvAoXoi9vJpA1c5bKbP5H3zGefRY4eG7eSB2k0eYKWjuQ%3D%3D&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.2,3585,Yes,466 x 466 pixel,None,7,None,Yes,None,Yes,Yes,Yes,None,None,10 m,None,"2,119",788,224,106,348,4.1,4.4,4.3,4,Black,Circle,Black,Silicone,Black,Circle,Black,Silicone,Yes,37.084,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
37,37,"Noise Caliber 2 Buzz 1.85'' Display with Bluetooth Calling, Long Battery & IP68 Rating Smartwatch","₹1,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/b/1/-original-imagk7wsn2de3bjs.jpeg?q=70,/noise-caliber-2-buzz-1-85-display-bluetooth-calling-long-battery-ip68-rating-smartwatch/p/itm6ffc0394e9a8f?pid=SMWGGKRWAHFFNJNV&lid=LSTSMWGGKRWAHFFNJNVL6DRCN&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_38&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=en_ZBsi2VlhnP7ohPMRhEwiv5Bhf2MgKuQM6Q4BsCyklhvjQmNpkAuybqDPM31Vx6IPOzdqICtyLA-eIfLxo-MOzg%3D%3D&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.1,19746,No,240 x 284 pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,Yes,"11,294","3,785","1,599",783,"2,285",3.7,3.9,4,3.8,Brown,Square,Brown,Silicone,Brown,Square,Brown,Silicone,Yes,46.482,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
38,38,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, AI Voice Assistant Smartwatch","₹1,599",https://rukminim2.flixcart.com/image/612/612/l5ld8y80/smartwatch/s/b/g/-original-imagg8dtgf9neabt.jpeg?q=70,/noise-colorfit-icon-2-1-8-display-bluetooth-calling-ai-voice-assistant-smartwatch/p/itmfe45522801307?pid=SMWGEH7VNGPYN5NV&lid=LSTSMWGEH7VNGPYN5NVMOZGQP&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_39&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=2a0e3691-b55c-4c0a-a4b8-f3c33fd94798.SMWGEH7VNGPYN5NV.SEARCH&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.2,179137,No,240 x 286 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,"Reject Calls, Take Calls, Speed Dial",10 m,"Change Music, Answer Calls","1,07,318","36,443","13,008","6,342","16,026",3.8,4.1,4.1,3.9,Gold,Rectangle,Pink,Silicone,Gold,Rectangle,Pink,Silicone,Yes,45.72,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
39,39,"Noise Caliber Go 1.69"" HD Display with 30 Sports Modes, 150+ Watch Faces Smartwatch",₹999,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/0/n/g/-original-imaghqqu4qxhjjth.jpeg?q=70,/noise-caliber-go-1-69-hd-display-30-sports-modes-150-watch-faces-smartwatch/p/itmc45d0904b03c8?pid=SMWGEGETT6QNAFFC&lid=LSTSMWGEGETT6QNAFFCVMJCTQ&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_1_40&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=2a0e3691-b55c-4c0a-a4b8-f3c33fd94798.SMWGEGETT6QNAFFC.SEARCH&ssid=7icsx55mz40000001688988918657&qH=adc5bc5b72db9fa3,4.2,49129,No,240 x 280 pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"29,142","10,360","3,797","1,682","4,148",4,4.1,4.2,3.9,Green,Square,Green,Silicone,Green,Square,Green,Silicone,Yes,43,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
40,40,Noise Icon 2 Vista AMOLED Bluetooth Calling Smartwatch,"₹2,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/j/e/-original-imagnuu86qfytctp.jpeg?q=70,/noise-icon-2-vista-amoled-bluetooth-calling-smartwatch/p/itm0066622a10470?pid=SMWGGKV2QGYEYHZK&lid=LSTSMWGGKV2QGYEYHZKO7B76D&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_2_41&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=en_0bfP7Dte4CZEJZIFCOEG-KyAGgctCeCmi1GJa5tHm7PAiWT6bv2K0wPhgbPeSwpK1njytaXJlXy7IlfXG7Gl8Q%3D%3D&ssid=raypek9p8g0000001688988922758&qH=adc5bc5b72db9fa3,4,3910,Yes,368 x 448 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,"Mute Calls, Reject Calls, Take Calls, Speed Dial",10 m,None,"2,152",822,305,161,470,3.8,4.2,4.1,3.8,Rose Gold,Square,Pink,Silicone,Rose Gold,Square,Pink,Silicone,Yes,45.212,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
41,41,"Noise Qube 2 1.96"" display with Bluetooth Calling, Built-in Games, AI Voice Assistant Smartwatch","₹2,199",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/p/u/-original-imagpphch6qvwjna.jpeg?q=70,/noise-qube-2-1-96-display-bluetooth-calling-built-in-games-ai-voice-assistant-smartwatch/p/itm9f9a4d325bc0d?pid=SMWGNPCQWEJWGMYE&lid=LSTSMWGNPCQWEJWGMYEXW3H8N&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_2_42&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=en_0bfP7Dte4CZEJZIFCOEG-KyAGgctCeCmi1GJa5tHm7MTmLzABaw1m4l3zhG1d4VmToa86NqQ5En2NMBPeTnagw%3D%3D&ssid=raypek9p8g0000001688988922758&qH=adc5bc5b72db9fa3,3.9,3051,No,240 x 282 pixel,None,7,None,Yes,None,Yes,Yes,Yes,None,None,10 m,None,"1,584",616,251,139,461,3.7,4,4,3.7,Gold,Square,Pink,Silicone,Gold,Square,Pink,Silicone,Yes,49.784,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
